title,description,provider,provider_url,downloads_piped,downloads_n,metadatas_piped,metadatas_n
Alcyonacea Calcaxonia,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Calcaxonia",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaCalcaxonia.xml&f=html,1
Alcyonacea Calcaxonia Ellisellidae,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Calcaxonia, Family: Ellisellidae",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaCalcaxoniaEllisellidae.xml&f=html,1
Alcyonacea Calcaxonia Isididae,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Calcaxonia, Family: Isididae",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaCalcaxoniaIsididae.xml&f=html,1
Alcyonacea Calcaxonia Primnoidae Callogorgia,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Calcaxonia, Family: Primnoidae, Genus: Callogorgia",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaCalcaxoniaPrimnoidaeCallogorgia.xml&f=html,1
Alcyonacea Holaxonia,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Holaxonia",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaHolaxonia.xml&f=html,1
Alcyonacea Holaxonia Gorgoniidae,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Holaxonia, Family: Gorgoniidae",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaHolaxoniaGorgoniidae.xml&f=html,1
Alcyonacea Holaxonia Plexauridae,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Holaxonia, Family: Plexauridae",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaHolaxoniaPlexauridae.xml&f=html,1
Alcyonacea Holaxonia Plexauridae Bebryce,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Holaxonia, Family: Plexauridae, Genus: Bebryce",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaHolaxoniaPlexauridaeBebryce.xml&f=html,1
Alcyonacea Holaxonia Plexauridae Hypnogorgia,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Holaxonia, Family: Plexauridae, Genus: Hypnogorgia",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaHolaxoniaPlexauridaeHypnogorgia.xml&f=html,1
Alcyonacea Holaxonia Plexauridae Paramuriceidae,"The data represent predicted habitat suitability for several taxa of deep-sea corals. Predictions were modeled using a statistical machine-learning algorithm called maximum entropy (MaxEnt). NOAA National Centers for Coastal Ocean Science (NCCOS) combined databases of known deep-sea coral locations provided by the NOAA Deep-Sea Coral Research and Technology Program (DSCRTP) and other contributors with environmental and oceanographic data to generate the predictive models of deep-sea coral distribution. These models are used to produce regional maps of deep-sea coral habitat.  In these regions, deep-sea coral occurs on the continental shelves and slopes, at ocean depths of approximately 50 to greater than 2,000 meters.  
Model predictions are organized into five hierarchical categories to be able to compare the data across coral taxa and across regions.  The categories correspond to the predicted likelihood of suitable deep sea coral habitat occurring.
Order: Alcyonacea, Suborder: Holaxonia, Family: Plexauridae, Genus: Paramuriceidae",NOAA National Centers for Coastal Ocean Science,https://coastalscience.noaa.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/DeepSeaCorals.zip,1,https://coast.noaa.gov/dataservices/Metadata/TransformMetadata?u=https://coast.noaa.gov/data/Documents/Metadata/harvest/MarineCadastre/AlcyonaceaHolaxoniaPlexauridaeParamuriceidae.xml&f=html,1
